Quadrant,rank_in_quadrant,ID,Theme,Category,Source,Valence_mean,Arousal_mean,dist_sq_from_manual_centroid,image_file,selection_seed,manual_pool_member
LVLA,8,I90,Bored pose 5,Person,All-free-download.com,3.8019801980198,3.03883495145631,0.23716294864597395,Bored pose 5.jpg,20260227,true
LVLA,9,I16,Angry face 2,Person,Wikipedia,3.07843137254902,3.53465346534653,0.25206694775958033,Angry face 2.jpg,20260227,true
LVLA,10,I409,Graveyard 4,Scene,Wikipedia,3.21296296296296,3.625,0.2935719895132291,Graveyard 4.jpg,20260227,false
LVLA,11,I502,Monkey 3,Animal,All-free-download.com,3.62037037037037,3.56730769230769,0.31591545683004596,Monkey 3.jpg,20260227,false
LVLA,12,I19,Angry face 5,Person,Flickr/Bart,2.85294117647059,3.55445544554455,0.42884566648424616,Angry face 5.jpg,20260227,true
LVLA,13,I802,Storage 3,Object,Pixabay,3.70588235294118,2.55445544554455,0.4409400473493458,Storage 3.jpg,20260227,true
LVLA,14,I643,Police 4,Person,Pixabay,3.2843137254902,3.77227722772277,0.4619210911614588,Police 4.jpg,20260227,false
LVLA,15,I650,Prison 2,Object,Pixabay,2.62037037037037,3.18269230769231,0.49473263593719957,Prison 2.jpg,20260227,false
LVLA,16,I171,Cold 1,Object,Pixabay,3.99009900990099,3.47572815533981,0.5977586372139224,Cold 1.jpg,20260227,false
LVLA,17,I111,Camping 9,Person,Pixabay,3.99019607843137,3.4950495049505,0.6130340007482571,Camping 9.jpg,20260227,true
LVLA,18,I313,Fence 3,Object,Pixabay,3.85294117647059,2.4950495049505,0.644201710881051,Fence 3.jpg,20260227,false
LVLA,19,I846,Toilet 3,Object,Pixabay,3.83333333333333,2.36633663366337,0.7942257453802248,Toilet 3.jpg,20260227,true
LVLA,20,I637,Plane crash 2,Scene,Pixabay,2.81372549019608,3.87128712871287,0.8593567891777247,Plane crash 2.jpg,20260227,false
